season,player_id,player,team,conference,category,stat_type,stat
,4433971,Kyle McCord,Ohio State,Big Ten,rushing,YPC,-2.0
,4871023,Carnell Tate,Ohio State,Big Ten,receiving,TD,1.0
,4429110,Lathan Ransom,Ohio State,Big Ten,defensive,TD,0.0
,4432710,TreVeyon Henderson,Ohio State,Big Ten,rushing,YDS,585.0
,4871023,Carnell Tate,Ohio State,Big Ten,receiving,YDS,228.0
,-7014, Team,Ohio State,Big Ten,passing,INT,0.0
,4596480,Jordan Hancock,Ohio State,Big Ten,defensive,SOLO,20.0
,4431553,Donovan Jackson,Ohio State,Big Ten,defensive,QB HUR,0.0
,4430800,Julian Fleming,Ohio State,Big Ten,puntReturns,NO,1.0
,4432729,Tywone Malone,Ohio State,Big Ten,defensive,SOLO,1.0
,4705854,John Ferlmann,Ohio State,Big Ten,defensive,QB HUR,0.0
,4432710,TreVeyon Henderson,Ohio State,Big Ten,receiving,TD,0.0
,4685324,Caden Curry,Ohio State,Big Ten,defensive,PD,1.0
,4361363,Matthew Jones,Ohio State,Big Ten,defensive,SACKS,0.0
,4683851,Jesse Mirco,Ohio State,Big Ten,defensive,TD,0.0
,5150710,Jermaine Mathews Jr.,Ohio State,Big Ten,defensive,SOLO,7.0
,4832035,Davison Igbinosun,Ohio State,Big Ten,defensive,SOLO,28.0
